estado,municipio,id_estado,id_municipio,cve_inegi,nombre,ap_paterno,ap_materno,sexo,partido,integrantes,descripcion,pdo_gob_ini,pdo_gob_fin,direccion,pag_web,cve_lada,telefono
Oaxaca,San Pedro Tidaá,20,331,20331,WILFRIDO ,MIGUEL ,PEREZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SAN PEDRO TIDAA, OAX. CP. 69930",http://sanpedrotidaa.gob.mx,200,951: 5-26-14-58
Oaxaca,San Pedro Topiltepec,20,332,20332,ERASTO ,CRUZ ,PALACIOS ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL INDEPENDENCIA S/N, SAN PEDRO TOPILTEPEC, OAX. CP. 69590",http://,,951: 5-28-62-55
Oaxaca,San Pedro Totolápam,20,333,20333,JESUS ,LEON ,RAMIREZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL INDEPENDENCIA S/N SAN PEDRO TOTOLAPA, OAX. CP. 70480",http://,951,951: 5-23-61-52
Oaxaca,Villa de Tututepec,20,334,20334,JAVIER,JUAREZ ,HERNANDEZ ,H,COAL.,PT-MORENA-PES,COALICION ,01/01/19,31/12/21,"PALACIO MUNICIPAL PLAZA PRINCIPAL VILLA DE TUTUTEPEC, OAX. CP. 71800",http://,954,5-33-30-21
Oaxaca,San Pedro Yaneri,20,335,20335,--,--,--,--,--,--,--,--,--,--,--,--,--
Oaxaca,San Pedro Yólox,20,336,20336,--,--,--,--,--,--,--,--,--,--,--,--,--
Oaxaca,San Pedro y San Pablo Ayutla,20,337,20337,--,--,--,--,--,--,--,--,--,--,--,--,--
Oaxaca,Villa de Etla,20,338,20338,ELIAS ROBERTO,MENDOZA ,PEREZ ,H,COAL.,PAN-PRD-PMC,COALICION ,01/01/19,31/12/21,"PINO SUAREZ # 28, COL. SAN JOSE VILLA DE ETLA, VILLA DE ETLA, OAX. CP. 68200",http://,951,953: 5-20-61-29
Oaxaca,San Pedro y San Pablo Teposcolula,20,339,20339,PEDRO JUAN,GARCIA ,MONTES ,H,COAL.,PT-MORENA-PES,COALICION ,01/01/19,31/12/21,"VENUSTIANO CARRANZA SAN PEDRO Y SAN PABLO TEPOSCO- LULA, OAX. CP. 69500",http://,951,954: 5-53-61-18; 5-53-61-29
Oaxaca,San Pedro y San Pablo Tequixtepec,20,340,20340,OHAMED,VASQUEZ ,VALENZUELA ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SAN PEDRO Y SAN PABLO TEQUIS- TEPEC, OAX. CP. 69030",http://,200,37936.71181
Oaxaca,San Pedro Yucunama,20,341,20341,MOISES,MARTINEZ ,VELASCO ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SAN PEDRO YUCUNAMA, OAX.  CP. 69556",http://,951,951: 5-53-81-41
Oaxaca,San Raymundo Jalpan,20,342,20342,OLEGARIO ,LUIS ,BENITEZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL CALLE LIBERTAD S/N SAN RAYMUNDO JALPAN, OAX. CP. 71248",http://,951,951: 5-17-52-95; 5-03-20-57
Oaxaca,San Sebastián Abasolo,20,343,20343,MAXIMINO ,GARCIA ,PEREZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SAN SEBASTIAN ABASOLO, OAX.  CP. 70407",http://,951,951: 5-10-72-78; 5-74-20-00
Oaxaca,San Sebastián Coatlán,20,344,20344,JUAN ,LOPEZ ,HERNANDEZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SAN SEBASTIAN COATLAN, OAX.  CP. 70850",http://,951,953: 5-38-61-02
Oaxaca,San Sebastián Ixcapa,20,345,20345,MAGALY,RAMIREZ ,GUZMAN,M,C.C.,PRI-PVEM-PNA,CANDIDATURA COMÚN,01/01/19,31/12/21,"PALACIO MUNICIPAL CALLE NACIONAL S/N SAN SEBASTIAN IXCAPA, OAX. CP. 71640",http://,954,951: 5-22-30-06
Oaxaca,San Sebastián Nicananduta,20,346,20346,--,--,--,--,--,--,--,--,--,--,--,--,--
Oaxaca,San Sebastián Río Hondo,20,347,20347,--,--,--,-,-,-,-,01/01/20,31/12/22,"PALACIO MUNICIPAL SAN SEBASTIAN RIO HONDO, OAX.  CP. 70877",http://,957,951: 5-45-53-50; 953 5-37-88-23
Oaxaca,San Sebastián Tecomaxtlahuaca,20,348,20348,JESUS ,ALVARADO ,DOMINGUEZ ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"INDEPENDENCIA S/N SAN SEBASTIAN TECOMAXTLAHUACA, OAX. CP. 69740",http://,953,951: 4-40-83-63; 5-46-70-76; 5-46-70-00
Oaxaca,San Sebastián Teitipac,20,349,20349,EZEQUIEL ,HERNANDEZ,MARTINEZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SAN SEBASTIAN TEITIPAC, OAX. CP. 70426",http://,951,596-08-71
Oaxaca,San Sebastián Tutla,20,350,20350,ESEQUIEL CARLOS ,VELASCO ,NAVARRO ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"CALLE GUERRERO S/N ESQ. BENITO JUAREZ SAN SEBASTIAN TUTLA, OAX. CP. 71246",http://,951,5-17-52-95
Oaxaca,San Simón Almolongas,20,351,20351,JUAN ,JIMENEZ,PEREZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SAN SIMON ALMOLONGAS, OAX.  CP. 70808",http://,951,951: 5-62-00-70; 5-62-19-27
Oaxaca,San Simón Zahuatlán,20,352,20352,SIMON URSINO ,BAZAN ,MENDEZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SAN SIMON ZAHUATLAN, OAX.  CP. 69265",http://,953,951: 5-68-06-35; 5-68-06-24
Oaxaca,Santa Ana,20,353,20353,--,--,--,-,-,-,-,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA ANA, OAX.  CP. 70820",http://,951,951: 5-72-05-15
Oaxaca,Santa Ana Ateixtlahuaca,20,354,20354,GUADALUPE ,DOMINGUEZ,GLAVAN ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA ANA ATEIXTLAHUACA, OAX. CP. 68515",https://www.santaanaateixtlahuaca.gob.mx,287,951: 5-33-00-52; 5-33-00-52
Oaxaca,Santa Ana Cuauhtémoc,20,355,20355,HONORIO ,GRANJA ,GARCIA ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNIPAL SANTA ANA CUAUHTEMOC, OAX.  CP. 68614",http://,236,951: 1-66-40-13; 1-66-40-00
Oaxaca,Santa Ana del Valle,20,356,20356,IGNACIO ,HIPOLITO ,MARTINEZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA ANA DEL VALLE, OAX.  CP. 70428",http://,951,954: 5-24-94
Oaxaca,Santa Ana Tavela,20,357,20357,ADOLFO ,CARREÑO ,GOPAR ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA ANA TAVELA, OAX.  CP. 70540",http://,951,951: 1-71-41-64; 5-17-58-46
Oaxaca,Santa Ana Tlapacoyan,20,358,20358,FILIBERTO CRISTINO ,VELASQUEZ,HEREDIA,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA ANA TLAPACOYAN, OAX.  CP. 71296",http://,951,958: 5-25-00-03; 5-25-00-96
Oaxaca,Santa Ana Yareni,20,359,20359,--,--,--,--,--,--,--,--,--,--,--,--,--
Oaxaca,Santa Ana Zegache,20,360,20360,ELMER,GASPAR ,GUERRA,H,COAL.,PAN-PRD-PMC,COALICION ,01/01/19,31/12/21,"PALACIO MUNICIPAL SANTA ANA ZEGACHE, OAX.  CP. 71516",http://,951,951: 5-71-54-23
Oaxaca,Santa Catalina Quierí,20,361,20361,TIMOTEO ,VALENCIA ,VASQUEZ ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA CATARINA QUIERI, OAX.  CP. 70595",http://,951,951: 5-71-56-99
Oaxaca,Santa Catarina Cuixtla,20,362,20362,GABINO ,CONSTANTINO ,JIMENEZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA CATARINA CUIXTLA, OAX.  CP. 70830",http://www.cuixtla.gob.mx/informacion.html,951,200:  5-72-04-04
Oaxaca,Santa Catarina Ixtepeji,20,363,20363,--,--,--,--,--,--,--,--,--,--,--,--,--
Oaxaca,Santa Catarina Juquila,20,364,20364,FRANCISCO,ZARATE,PACHECO ,H,COAL.,PT-MORENA-PES,COALICION ,01/01/19,31/12/21,"PALACIO MUNICIPAL MIGUEL HIDALGO S/N SANTA CATARINA JUQUILLA, OAX. CP. 71900",http://,954,953: 5-18-50-33; 5-32-28-58; 5-18-50-36
Oaxaca,Santa Catarina Lachatao,20,365,20365,TELESFORO ,RAMIREZ,CONTRERAS,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA CATARINA LACHATAO, OAX. CP. 68780",http://,951,951: 5-45-77-32
Oaxaca,Santa Catarina Loxicha,20,366,20366,LEONILO ,RUIZ ,MARTINEZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA CATARINA LOXICHA, OAX.  CP. 70910",http://municipiosantacatarinaloxicha.org/index.html,958,555: 1-51-43-99
Oaxaca,Santa Catarina Mechoacán,20,367,20367,TOMAS,QUIROZ,GARCIA ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA CATARINA MECHOACAN, OAX.  CP. 71780",http://,954,200: 1-25-38-97 AL 99
Oaxaca,Santa Catarina Minas,20,368,20368,MIGUEL ,ARELLANES,--,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA CATARINA MINAS, OAX.  CP. 71534",http://,951,951: 5-17-59-86
Oaxaca,Santa Catarina Quiané,20,369,20369,BENITO ,LOPEZ ,ROQUE,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA CATARINA QUIANE, OAX.  CP. 71287",http://,951,953: 5-54-06-48
Oaxaca,Santa Catarina Tayata,20,370,20370,ISMAEL,AGUILAR,HERNANDEZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA CATARINA TAYATA, OAX.  CP. 69834",http://,951,951: 5-39-50-88; 5-39-50-18; 5-95-00-01
Oaxaca,Santa Catarina Ticuá,20,371,20371,IRINEO ,HERNANDEZ,NICOLAS ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA CATARINA TICUA, OAX.  CP. 71125",http://,953,953: 5-54-06-30
Oaxaca,Santa Catarina Yosonotú,20,372,20372,JOSE,APARICIO ,MORALES ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA CATARINA YOSONOTU, OAX.  CP. 71136",http://,951,951: 5-53-80-33
Oaxaca,Santa Catarina Zapoquila,20,373,20373,ARMANDO ,BARBOSA ,JIMENEZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA CATARINA ZAPOQUILA, OAX. CP. 69045",http://,555,953: 5-06-20-59
Oaxaca,Santa Cruz Acatepec,20,374,20374,JOEL ,ZARAGOZA,CARRERA,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA CRUZ ACATEPEC, OAX. CP. 68527",http://,200,953: 5-38-80-32; 5-38-71-46
Oaxaca,Santa Cruz Amilpas,20,375,20375,NATIVIDAD,MATIAS ,MORALES ,M,COAL.,PAN-PRD-PMC,COALICION ,01/01/19,31/12/21,"PALACIO MUNICIPAL SANTA CRUZ AMILPAS, OAX.  CP. 71226",http://,951,55: 51-51-43-94
Oaxaca,Santa Cruz de Bravo,20,376,20376,LIBRADO ANGEL ,ARZOLA ,VAZQUEZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA CRUZ DE BRAVO, OAX.  CP. 69460",http://,953,951: 5-03-50-00; 5-03-51-00
Oaxaca,Santa Cruz Itundujia,20,377,20377,MIGUEL ANGEL,TRUJILLO ,AGUILAR ,H,COAL.,PAN-PRD-PMC,COALICION ,01/01/19,31/12/21,"PALACIO MUNICIPAL SANTA CRUZ ITUNDUJIA, OAX.  CP. 71190",http://,954,951: 5-17-27-16; 5-17-11-32
Oaxaca,Santa Cruz Mixtepec,20,378,20378,MEDARDO ,REYES ,PEREZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA CRUZ MIXTEPEC, OAX.  CP. 71214",http://,951,200: 1-25-88-70 Y 77
Oaxaca,Santa Cruz Nundaco,20,379,20379,ENRIQUE PABLO ,AGUILAR,BARRIOS ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA CRUZ NUNDACO, OAX.  CP. 69855",http://santacruznundaco.com.mx/,953,951: 5-23-20; 5-23-00-22
Oaxaca,Santa Cruz Papalutla,20,380,20380,FERMIN JOSE ,SANCHEZ ,SANCHEZ ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA CRUZ PAPALUTLA, OAX.  CP. 70456",http://,951,951: 1-05-42-32
Oaxaca,Santa Cruz Tacache de Mina,20,381,20381,ANA LAURA,MARTINEZ ,PALAFOX,M,COAL.,PAN-PRD-PMC,COALICION ,01/01/19,31/12/21,"PALACIO MUNICIPAL SANTA CRUZ TACACHE DE MINA, OAX. CP. 68260",http://,953,951: 5-14-68-98
Oaxaca,Santa Cruz Tacahua,20,382,20382,OFELIO ALCIBIADES,CAVEZ,SANTIAGO ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA CRUZ TACAHUA, OAX.  CP. 71156",http://,953,951: 5-39-00-57; 1-05-18-31
Oaxaca,Santa Cruz Tayata,20,383,20383,ALFREDO ,SANJUAN ,ORTIZ ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA CRUZ TAYATA, OAX.  CP. 69820",http://,55,951: 1-17-50-40; 1-17-66-77
Oaxaca,Santa Cruz Xitla,20,384,20384,PEDRO ,MODESTO ,SANTOS ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA CRUZ XITLA, OAX.  CP. 70823",http://,951,555: 1-50-51
Oaxaca,Santa Cruz Xoxocotlán,20,385,20385,EMMANUEL ALEJANDRO,LOPEZ ,JARQUIN,H,COAL.,PAN-PRD-PMC,COALICION ,01/01/19,31/12/21,"PALACIO MUNICIPAL MORELOS S/N SANTA CRUZ XOXOCOTLAN, OAX. CP. 71230",http://www.xoxocotlan.gob.mx/,951,200: 1-32-71-19  AL 22
Oaxaca,Santa Cruz Zenzontepec,20,386,20386,ODILON ,AVENDAÑO ,MARTINEZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA CRUZ ZENZONTEPEC, OAX.  CP. 71300",http://,200,951: 5-22-70-64
Oaxaca,Santa Gertrudis,20,387,20387,OFELIA MIREYA,MENDEZ ,PEREZ ,M,C.C.,PRI-PVEM-PNA,CANDIDATURA COMÚN,01/01/19,31/12/21,"PALACIO MUNICIPAL DOMICILIO CONOCIDO SANTA GERTRUDIS, OAX. CP. 71280",http://,951,53-740-04 ; 114 - 93 - 81
Oaxaca,Santa Inés del Monte,20,388,20388,LAURENCIO ,GASPAR ,MORALES ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA INES DEL MONTE, OAX.  CP. 71279",http://,951,951: 4-88-49-00
Oaxaca,Santa Inés Yatzeche,20,389,20389,MARIA DE JESUS ,SAVECHE,MARTINEZ,M,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL GUERRERO # 1 SANTA INES YATZECHE, OAX. CP. 71259",http://,951,951: 5-12-81-36
Oaxaca,Santa Lucía del Camino,20,390,20390,DANTE,MONTAÑO ,MONTERO ,H,COAL.,PT-MORENA-PES,COALICION ,01/01/19,31/12/21,"PALACIO MUNICIPAL SIRACUSA S/N SANTA LUCIA DEL CAMINO, OAX. CP. 71228",http://,951,530-41-39
Oaxaca,Santa Lucía Miahuatlán,20,391,20391,MOISES,LUIS ,GARCIA ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA LUCIA MIAHUATLAN, OAX.  CP. 70840",http://,555,5-33-10-54
Oaxaca,Santa Lucía Monteverde,20,392,20392,GONZALO RODRIGO ,PEÑA ,HERNANDEZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA LUCIA MONTEVERDE, OAX.  CP. 71160",http://,200,274: 3-78-03-76
Oaxaca,Santa Lucía Ocotlán,20,393,20393,SILVINO NAHUM,ARANGO ,MARTINEZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL BENITO JUAREZ S/N SANTA LUCIA OCOTLAN, OAX. CP. 71543",http://,951,994: 6-00-10-00
Oaxaca,Santa María Alotepec,20,394,20394,--,--,--,--,--,--,--,--,--,--,--,--,--
Oaxaca,Santa María Apazco,20,395,20395,OMAR ,BAUTISTA ,RODRIGUEZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA MARIA APAXCO, OAX.  CP. 69620",http://,951,951: 5-51-00-94
Oaxaca,Santa María la Asunción,20,396,20396,FRANCISCO ,DAZA,RODRIGUEZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA MARIA LA ASUNCION, OAX.  CP. 68553",http://,236,972: 1-03-29-37; 7-21-62-52
Oaxaca,Heroica Ciudad de Tlaxiaco,20,397,20397,ALEJANDRO ,APARICIO ,SANTIAGO ,H,COAL.,PT-MORENA-PES,COALICION ,01/01/19,31/12/21,"PALACIO MUNICIPAL PARQUE PORFIRIO DIAZ # 1, CENT HEROICA CD. DE TLAXIACO, OAX. CP. 69800",http://,953,5-38-63-22
Oaxaca,Ayoquezco de Aldama,20,398,20398,MANUEL MIGUEL ,ORTIZ ,QUINTERO ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL AYOQUEZCO DE ALDAMA, OAX.  CP. 71290",http://,951,57-156-82
Oaxaca,Santa María Atzompa,20,399,20399,LUIS AGUSTIN ,VASQUEZ ,ORTIZ ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA MARIA ATZOMPA, OAX.  CP. 71220",http://municipiodesantamariaatzompa.wordpress.com/,951,951: 5-26-16-87; 55 51-51-91-42
Oaxaca,Santa María Camotlán,20,400,20400,HUGO NAIN ,PELAEZ,ROJAS,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL 16 DE NOVIEMBRE S/N, SANTA MARIA CAMOTLAN, OAX. CP. 69080",http://santamariacamotlan.gob.mx,953,45834.62847
Oaxaca,Santa María Colotepec,20,401,20401,CARMELO ,CRUZ ,MENDOZA ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA MARIA COLOTEPEC, OAX.  CP. 70934",http://www.santamariacolotepec.gob.mx/,958,958: 5-81-41-40; 8; 5-81-40-96
Oaxaca,Santa María Cortijo,20,402,20402,DIANA LUISA,VARGAS ,AYONA,M,COAL.,PAN-PRD-PMC,COALICION ,01/01/19,31/12/21,"PALACIO MUNICIPAL FRANCISCO I. MADERO S/N SANTA MARIA CORTIJOS, OAX. CP. 71655",http://,954,954: 5-18-30-40; 5-18-32-49
Oaxaca,Santa María Coyotepec,20,403,20403,FELIPE ,CASTILLO ,SANTIAGO ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA MARIA COYOTEPEC, OAX.  CP. 71254",http://,951,954: 5-86-71-19; 5-86-71-20
Oaxaca,Santa María Chachoápam,20,404,20404,MARTIN ,ESPINOSA,MONTESINOS,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL MIGUEL HIDALGO S/N SANTA MARIA CHACHOAPAM, OAX. CP. 69630",http://santamariachachoapam.gob.mx,952,958: 5-84-04-13
Oaxaca,Villa de Chilapa de Díaz,20,405,20405,--,--,--,-,-,-,-,01/01/20,31/12/22,"CALLE 2 DE ABRIL # 1, CENTRO SANTA MARIA CHILAPA DE DIAZ, OAX. CP. 69540",http://,953,5-24-11-08
Oaxaca,Santa María Chilchotla,20,406,20406,SALVADOR ,MARTINEZ ,ESCOBEDO,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA MARIA CHILCHOTLA, OAX.  CP. 68510",http://santamariachilchotla.com.mx/,274,951: 5-58-40-32
Oaxaca,Santa María Chimalapa,20,407,20407,IDELFONZO,LOPEZ ,LOPEZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA MARIA CHIMALAPA, OAX.  CP. 70360",http://,994,972: 7-22-18-13; 7-22-19-44
Oaxaca,Santa María del Rosario,20,408,20408,ANGELICA,SANTOS ,AVENDAÑO,M,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA MARIA DEL ROSARIO, OAX.  CP. 69827",http://,951,48-893-00
Oaxaca,Santa María del Tule,20,409,20409,GREGORIO ,PERALTA ,VASQUEZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA MARIA DEL TULE, OAX. CP. 68297",http://municipiodesantamariadeltule.com/index.php,951,5-18-05-25
Oaxaca,Santa María Ecatepec,20,410,20410,EDDY GIBERT,RAMIREZ,JARQUIN,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA MARIA ECATEPEC, OAX. CP. 70560",http://,958,995: 7-21-21-83; 7-21-22-50
Oaxaca,Santa María Guelacé,20,411,20411,ROBERTO FLORENTINO ,MENDEZ ,MENDEZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA MARIA GUELACE, OAX.  CP. 70417",http://,951,951: 5-14-57-11; 5-14-57-44
Oaxaca,Santa María Guienagati,20,412,20412,JESUS ,SANCHEZ ,--,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA MARIA GUIENAGATI, OAX.  CP. 70735",http://santamariaguienagati.gob.mx/,972,59-612-15
Oaxaca,Santa María Huatulco,20,413,20413,GIOVANNE,GONZALEZ ,GARCIA ,H,COAL.,PRI-PVEM-PNA,COALICION ,01/01/19,31/12/21,"PALACIO MUNICIPAL SANTA MARIA HUATULCO, OAX. CP. 70980",http://www.huatulco.gob.mx,958,951: 5-74-00-75
Oaxaca,Santa María Huazolotitlán,20,414,20414,FROILAN,DE LUNA ,SIMON,H,COAL.,PAN-PRD-PMC,COALICION ,01/01/19,31/12/21,"PALACIO MUNICIPAL SANTA MARIA HUAZOLOTITLAN, OAX. CP. 71790",http://,954,971: 7-15-30-14
Oaxaca,Santa María Ipalapa,20,415,20415,PEDRO,TAPIA ,AVILA ,H,COAL.,PAN-PRD-PMC,COALICION ,01/01/19,31/12/21,"PALACIO MUNICIPAL SANTA MARIA IPALAPA, OAX. CP. 71091",http://,954,951: 5-26-44-08; 5-03-54-06
Oaxaca,Santa María Ixcatlán,20,416,20416,ROBERTO ,JAVIER ,BAUTISTA,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA MARIA IXCATLAN, OAX.  CP. 68595",http://,236,953: 5-18-20-76; 5-30-03-91
Oaxaca,Santa María Jacatepec,20,417,20417,VICTOR RAUL,HERNANDEZ ,LOPEZ ,H,COAL.,PAN-PRD-PMC,COALICION ,01/01/19,31/12/21,"PALACIO MUNICIPAL AV. EMILIANO ZAPATA # 17 SANTA MARIA JACATEPEC, OAX. CP. 68465",http://,283,958: 5-25-80-69; 5-25-20-71
Oaxaca,Santa María Jalapa del Marqués,20,418,20418,JOSELIN,ESQUIVEL ,BALSECA,M,C.C.,PRI-PNA,CANDIDATURA COMÚN,01/01/19,31/12/21,1RA. SUR # 111 SANTA MARIA JALAPA DEL MARQUES OAX. CP. 70710,http://,995,48-830-75
Oaxaca,Santa María Jaltianguis,20,419,20419,--,--,--,--,--,--,--,--,--,--,--,--,--
Oaxaca,Santa María Lachixío,20,420,20420,MIGUEL ,VASQUEZ ,MARTINEZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA MARIA LACHIXIO, OAX.  CP. 71430",http://,951,958: 5-87-22-41; 200 12-57-40-80
Oaxaca,Santa María Mixtequilla,20,421,20421,URYEL,BAUTISTA ,VASQUEZ ,H,COAL.,PAN-PRD-PMC,COALICION ,01/01/19,31/12/21,"PALACIO MUNICIPAL SANTA MARIA MIXTEQUILLA, OAX.  CP. 70755",http://,971,951: 5-74-00-73
Oaxaca,Santa María Nativitas,20,422,20422,JOSE DOLORES ,JIMENEZ,LOPEZ,H,UYC,,USOS Y COSTUMBRES,01/01/19,31/12/21,PALACIO MUNICIPAL DOMICILIO CONOCIDO SANTA MARIA NATIVITAS CP. 69390,http://,951,555: 1-51-91-46
Oaxaca,Santa María Nduayaco,20,423,20423,--,--,--,-,-,-,-,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA MARIA NDUAYACO, OAX.  CP. 69580",http://,953,236: 3-72-20-48
Oaxaca,Santa María Ozolotepec,20,424,20424,ESTEBAN ,SANCHEZ ,--,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA MARIA OZOLOTEPEC, OAX.  CP. 70870",http://,958,951: 5-14-68-43; 5-11-21-94
Oaxaca,Santa María Pápalo,20,425,20425,PEDRO ,MONTREAL ,DIAZ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA MARIA PAPALO, OAX.  CP. 68655",http://,951,200: 1-23-71-49; 1-22-71-51
Oaxaca,Santa María Peñoles,20,426,20426,NICOLAS,SANTIAGO ,SANTIAGO ,H,UYC,,USOS Y COSTUMBRES,01/01/20,31/12/22,"PALACIO MUNICIPAL SANTA MARIA PEÑOLES, OAX.  CP. 68266",http://,951,200: 1-25-38-61 Y 62; 951-118-43-25
Oaxaca,Santa María Petapa,20,427,20427,OLIVER,LOPEZ ,GARCIA ,H,COAL.,PT-MORENA-PES,COALICION ,01/01/19,31/12/21,"PALACIO MUNICIPAL SANTA MARIA PETAPA, OAX.  CP. 70370",http://,972,200: 1-23-71-57; 1-23-71-74
